,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPA,Conversion Rate,CPM
304,778156,936,115804,30-34,M,28,9388,2.0,3.140000105,1,,0.021303792074989347,1.5700000525,0.0,0.0,0.3344695467618236
305,778161,936,115804,30-34,M,28,17954,6.0,7.5400002,2,1.0,0.03341873677175003,1.2566667,7.5400002,16.666666666666664,0.41996213657123754
307,778264,936,115822,40-44,F,27,8152,1.0,0.99000001,1,,0.01226692836113837,0.99000001,0.0,0.0,0.12144259200196272
308,778266,936,115822,40-44,F,27,74542,19.0,34.1500001,1,,0.025488986074964446,1.7973684263157894,0.0,0.0,0.45813098789943923
309,778421,936,115848,40-44,F,20,6699,2.0,3.090000033,1,,0.02985520226899537,1.5450000165,0.0,0.0,0.46126287998208687
310,778422,936,115848,40-44,F,20,11911,4.0,3.959999919,1,,0.033582402820921835,0.98999997975,0.0,0.0,0.33246578112668956
311,778461,936,115854,40-44,M,29,10090,2.0,2.650000095,1,1.0,0.019821605550049554,1.3250000475,2.650000095,50.0,0.26263628295341923
313,778483,936,115858,40-44,F,18,24188,5.0,8.179999828,1,,0.020671407309409626,1.6359999656,0.0,0.0,0.3381842164709773
315,778556,936,115870,40-44,M,32,9735,4.0,4.130000114,1,1.0,0.04108885464817669,1.0325000285,4.130000114,25.0,0.4242424359527479
317,778600,936,115878,40-44,F,22,10750,4.0,5.389999866,1,,0.037209302325581395,1.3474999665,0.0,0.0,0.501395336372093
318,778626,936,115882,30-34,M,29,7629,1.0,0.720000029,1,1.0,0.013107877834578582,0.720000029,0.720000029,100.0,0.09437672421025037
321,778689,936,115892,30-34,M,28,7453,1.0,1.679999948,1,1.0,0.013417415805715819,1.679999948,1.679999948,100.0,0.22541257855896957
322,778722,936,115898,35-39,F,64,41785,14.0,19.10000038,1,,0.033504846236687806,1.3642857414285714,0.0,0.0,0.45710183989469905
323,778737,936,115900,35-39,M,27,8077,2.0,3.579999924,1,1.0,0.02476166893648632,1.789999962,3.579999924,50.0,0.4432338645536709
324,778756,936,115904,35-39,F,63,5602,1.0,1.580000043,1,,0.01785076758300607,1.580000043,0.0,0.0,0.282042135487326
325,778804,936,115912,30-34,M,26,6184,2.0,2.75,1,1.0,0.03234152652005175,1.375,2.75,50.0,0.44469598965071155
327,778964,936,115938,35-39,F,27,112460,25.0,41.29000068,1,,0.0222301262671172,1.6516000272,0.0,0.0,0.367152771474302
329,779106,936,115962,35-39,F,30,14670,7.0,9.410000324,1,,0.047716428084526245,1.3442857605714287,0.0,0.0,0.6414451481935924
330,779438,936,116031,30-34,F,64,33144,9.0,13.40999985,1,,0.02715423606082549,1.4899999833333333,0.0,0.0,0.40459811278059377
331,779453,936,116033,45-49,M,64,4397,1.0,0.949999988,1,,0.02274277916761428,0.949999988,0.0,0.0,0.21605639936320217
333,779573,936,116053,35-39,F,10,89527,24.0,32.28999996,1,,0.02680755526265819,1.3454166650000001,0.0,0.0,0.3606733159828879
335,779609,936,116059,35-39,F,15,7116,2.0,1.730000019,1,1.0,0.028105677346824058,0.8650000095,1.730000019,50.0,0.24311411172006744
336,779622,936,116061,30-34,F,15,8613,1.0,0.889999986,2,,0.011610356437942644,0.889999986,0.0,0.0,0.10333217067223964
337,779631,936,116063,35-39,F,16,9730,1.0,1.379999995,1,,0.010277492291880781,1.379999995,0.0,0.0,0.14182939311408016
338,779644,936,116065,30-34,F,16,51816,8.0,10.2299999,2,1.0,0.015439246564767639,1.2787499875,10.2299999,12.5,0.19742936351706036
339,779645,936,116065,30-34,F,16,27289,3.0,4.429999828,1,,0.010993440580453663,1.4766666093333332,0.0,0.0,0.1623364662684598
340,779715,936,116077,30-34,F,29,20409,4.0,3.829999924,1,,0.019599196432946248,0.957499981,0.0,0.0,0.18766230212161303
341,779716,936,116077,30-34,F,29,8044,1.0,1.110000014,1,,0.012431626056688214,1.110000014,0.0,0.0,0.13799105096966682
342,779738,936,116081,30-34,F,28,15645,4.0,5.349999905,1,,0.02556727388942154,1.33749997625,0.0,0.0,0.3419622821987855
344,779789,936,116089,45-49,M,10,11611,3.0,3.950000048,1,1.0,0.025837567823615536,1.3166666826666666,3.950000048,33.33333333333333,0.3401946471449488
345,779824,936,116095,45-49,M,7,9375,3.0,4.019999981,1,,0.032,1.3399999936666667,0.0,0.0,0.4287999979733333
346,779871,936,116103,30-34,F,32,4402,1.0,1.330000043,1,1.0,0.022716946842344387,1.330000043,1.330000043,100.0,0.3021354027714675
347,779918,936,116111,30-34,F,18,8469,2.0,3.089999914,1,,0.02361553902467824,1.544999957,0.0,0.0,0.364860067776597
348,779922,936,116111,30-34,F,18,5823,1.0,1.419999957,1,1.0,0.01717327837884252,1.419999957,1.419999957,100.0,0.2438605455950541
350,779979,936,116121,35-39,M,16,25817,4.0,6.019999981,1,,0.015493666963628618,1.50499999525,0.0,0.0,0.23317968706666148
353,780104,936,116147,30-34,F,25,4971,1.0,1.230000019,1,1.0,0.020116676725005028,1.230000019,1.230000019,100.0,0.2474351275397304
355,780318,936,116183,45-49,F,29,162341,56.0,77.07999969,3,,0.034495290776821626,1.376428565892857,0.0,0.0,0.47480303613997693
356,780323,936,116183,45-49,F,29,24542,7.0,9.329999924,1,,0.028522532800912718,1.3328571319999998,0.0,0.0,0.38016461266400453
358,780498,936,116218,30-34,F,64,13621,3.0,4.090000033,1,,0.02202481462447691,1.3633333443333333,0.0,0.0,0.3002716418030981
359,780511,936,116220,30-34,F,63,6175,1.0,1.370000005,2,1.0,0.016194331983805668,1.370000005,1.370000005,100.0,0.22186234898785426
361,780653,936,116244,30-34,F,29,9076,1.0,1.379999995,1,1.0,0.011018069634200088,1.379999995,1.379999995,100.0,0.15204936040105774
362,780655,936,116244,30-34,F,29,20941,4.0,5.909999967,1,1.0,0.019101284561386753,1.47749999175,5.909999967,25.0,0.2822214778186333
368,780760,936,116267,45-49,F,18,17167,5.0,6.910000086,1,,0.029125648045669014,1.3820000172,0.0,0.0,0.4025164610007573
369,780797,936,116273,30-34,F,22,24491,7.0,9.539999962,1,,0.028581928055203952,1.3628571374285714,0.0,0.0,0.3895308465150463
370,780799,936,116273,30-34,F,22,44699,13.0,17.30000037,2,,0.029083424685115995,1.3307692592307692,0.0,0.0,0.38703327524105685
371,780821,936,116277,30-34,F,23,6469,2.0,1.309999943,1,,0.030916679548616478,0.6549999715,0.0,0.0,0.20250424223218427
372,780830,936,116279,45-49,F,16,16053,3.0,4.079999924,1,1.0,0.018688095683049896,1.3599999746666667,4.079999924,33.33333333333333,0.25415809655516103
373,780835,936,116279,45-49,F,16,54724,12.0,17.92999995,1,1.0,0.02192822162122652,1.4941666624999999,17.92999995,8.333333333333332,0.32764417714348365
374,780867,936,116285,30-34,F,21,4706,1.0,1.220000029,1,,0.021249468763280918,1.220000029,0.0,0.0,0.25924352507437315
375,780974,936,116303,40-44,F,32,8316,3.0,4.569999933,1,1.0,0.03607503607503607,1.523333311,4.569999933,33.33333333333333,0.5495430414862915
376,781066,936,116323,40-44,F,22,5794,2.0,2.269999981,1,,0.03451846738004832,1.1349999905,0.0,0.0,0.39178460148429406
377,781114,936,116331,40-44,F,18,4813,1.0,1.029999971,1,,0.02077706212341575,1.029999971,0.0,0.0,0.2140037338458342
378,781159,936,116339,40-44,F,10,85285,26.0,36.13000035,1,,0.03048601747083309,1.3896153980769232,0.0,0.0,0.4236383930351176
379,781162,936,116339,40-44,F,10,5839,1.0,1.370000005,1,,0.017126220243192325,1.370000005,0.0,0.0,0.2346292181880459
380,781175,936,116341,40-44,F,15,5859,1.0,1.539999962,1,,0.017067759003242877,1.539999962,0.0,0.0,0.26284348216419184
381,781187,936,116343,40-44,F,16,164118,41.0,59.06999993,1,,0.024982025128261375,1.4407317056097562,0.0,0.0,0.35992395672625793
382,781195,936,116345,35-39,F,63,18234,6.0,7.810000062,1,,0.03290556103981573,1.301666677,0.0,0.0,0.4283207229351761
384,781303,936,116363,35-39,F,27,73676,20.0,28.5,1,,0.027145881969705195,1.425,0.0,0.0,0.38682881806829905
385,781305,936,116363,35-39,F,27,18421,7.0,10.07999992,1,,0.03800010857173878,1.4399999885714287,0.0,0.0,0.5472015590901689
386,781327,936,116367,35-39,F,29,164754,49.0,67.97999978,2,1.0,0.02974131128834505,1.3873469342857143,67.97999978,2.0408163265306123,0.4126151703752261
387,781353,936,116371,35-39,F,10,7449,1.0,1.639999986,1,1.0,0.013424620754463686,1.639999986,1.639999986,100.0,0.22016377849375754
388,781354,936,116371,35-39,F,10,6424,1.0,0.529999971,1,,0.015566625155666251,0.529999971,0.0,0.0,0.08250310881070984
391,781499,936,116395,35-39,M,15,6412,1.0,1.370000005,1,,0.015595757953836557,1.370000005,0.0,0.0,0.21366188474734873
392,781508,936,116397,30-34,F,63,5040,1.0,1.440000057,1,,0.01984126984126984,1.440000057,0.0,0.0,0.2857142970238095
395,781606,936,116413,35-39,M,20,8200,3.0,3.919999957,1,,0.036585365853658534,1.3066666523333332,0.0,0.0,0.47804877524390244
396,781690,936,116427,45-49,F,26,115896,38.0,49.44000006,1,,0.03278801684268655,1.3010526331578949,0.0,0.0,0.42658935649202734
397,781811,936,116447,35-39,F,16,10186,1.0,1.230000019,1,1.0,0.0098173964264677,1.230000019,1.230000019,100.0,0.12075397791085804
398,781857,936,116455,30-34,M,20,9134,3.0,4.180000067,2,,0.032844317932997594,1.3933333556666667,0.0,0.0,0.4576308372016641
399,781858,936,116455,30-34,M,20,3385,1.0,1.440000057,1,1.0,0.029542097488921712,1.440000057,1.440000057,100.0,0.42540622067946826
402,781929,936,116467,30-34,M,18,6142,1.0,1.330000043,1,,0.0162813415825464,1.330000043,0.0,0.0,0.21654185004884402
404,781999,936,116479,30-34,M,24,9142,3.0,3.749999881,1,,0.03281557646029316,1.2499999603333334,0.0,0.0,0.4101946927368191
405,782001,936,116479,30-34,M,24,5475,2.0,2.730000019,1,1.0,0.0365296803652968,1.3650000095,2.730000019,50.0,0.4986301404566211
406,782022,936,116483,30-34,F,18,8254,2.0,2.320000052,1,1.0,0.0242306760358614,1.160000026,2.320000052,50.0,0.28107584831596805
407,782026,936,116483,30-34,F,18,5704,1.0,1.320000052,1,,0.01753155680224404,1.320000052,0.0,0.0,0.23141655890603086
409,782134,936,116501,30-34,F,16,37873,5.0,6.169999957,1,1.0,0.013202017268238586,1.2339999914,6.169999957,20.0,0.16291289195469066
410,782135,936,116501,30-34,F,16,25267,4.0,4.940000057,2,1.0,0.015830925713381093,1.23500001425,4.940000057,25.0,0.19551193481616336
414,782228,936,116517,40-44,F,63,12318,5.0,6.340000153,1,1.0,0.040591005033284625,1.2680000306,6.340000153,20.0,0.5146939562428966
415,782242,936,116519,30-34,F,28,4783,1.0,0.860000014,1,,0.02090738030524775,0.860000014,0.0,0.0,0.17980347355216392
416,782275,936,116525,30-34,F,29,6475,1.0,1.350000024,1,,0.015444015444015444,1.350000024,0.0,0.0,0.20849421220077222
417,782337,936,116535,45-49,F,16,104578,29.0,39.25000095,1,1.0,0.027730497810246894,1.3534483086206897,39.25000095,3.4482758620689653,0.375317953584884
418,782407,936,116547,45-49,F,10,33664,11.0,12.51000035,1,,0.03267585551330798,1.137272759090909,0.0,0.0,0.3716136035527567
420,782541,936,116569,40-44,F,28,7337,3.0,4.079999924,1,,0.04088864658579801,1.3599999746666667,0.0,0.0,0.5560855832083959
422,782647,936,116587,40-44,F,27,11244,3.0,4.550000191,1,,0.026680896478121666,1.5166667303333332,0.0,0.0,0.4046602802383493
424,782694,936,116595,35-39,F,29,29035,7.0,8.910000086,2,2.0,0.024108834165662132,1.2728571551428571,4.455000043,28.57142857142857,0.3068710206991562
426,782754,936,116605,35-39,F,26,6532,1.0,1.610000014,1,,0.015309246785058175,1.610000014,0.0,0.0,0.24647887538273117
427,782815,936,116615,40-44,F,10,11537,3.0,4.300000191,1,,0.026003293750541737,1.433333397,0.0,0.0,0.3727138936465285
428,782816,936,116615,40-44,F,10,12183,3.0,2.869999945,1,,0.02462447672986949,0.9566666483333334,0.0,0.0,0.23557415620126407
429,782862,936,116623,35-39,F,64,5912,1.0,1.559999943,1,1.0,0.016914749661705007,1.559999943,1.559999943,100.0,0.2638700850811908
430,950068,936,123438,30-34,M,10,4012,1.0,1.570000052,1,,0.024925224327018942,1.570000052,0.0,0.0,0.39132603489531403
431,950078,936,123440,30-34,M,16,12396,2.0,3.210000038,2,1.0,0.016134236850596968,1.605000019,3.210000038,50.0,0.25895450451758634
438,950183,936,123457,30-34,M,16,15720,1.0,1.379999995,1,,0.006361323155216285,1.379999995,0.0,0.0,0.08778625922391857
440,950224,936,123464,40-44,M,20,2367,2.0,2.839999914,1,1.0,0.08449514152936206,1.419999957,2.839999914,50.0,1.1998309733840302
441,950326,936,123481,35-39,M,16,6607,1.0,1.320000052,2,,0.015135462388375966,1.320000052,0.0,0.0,0.19978811139700317
443,950452,936,123502,45-49,M,16,5537,1.0,1.519999981,1,,0.018060321473722232,1.519999981,0.0,0.0,0.27451688296911686
445,950495,936,123509,45-49,M,21,1909,1.0,0.980000019,1,,0.05238344683080147,0.980000019,0.0,0.0,0.5133577888947093
448,950537,936,123516,40-44,M,36,1884,1.0,1.409999967,1,,0.05307855626326964,1.409999967,0.0,0.0,0.7484076257961784
458,950770,936,123555,30-34,M,28,7780,3.0,4.329999924,2,2.0,0.038560411311053984,1.443333308,2.164999962,66.66666666666666,0.5565552601542416
461,950776,936,123556,35-39,M,28,2633,1.0,1.070000052,1,,0.0379794910748196,1.070000052,0.0,0.0,0.40638057424990504
465,950878,936,123573,40-44,M,10,2967,1.0,1.5,1,1.0,0.03370407819346141,1.5,1.5,100.0,0.5055611729019212
468,951033,936,123599,30-34,F,10,5517,1.0,1.230000019,1,,0.018125793003443903,1.230000019,0.0,0.0,0.22294725738626064
472,951046,936,123601,30-34,F,16,20050,4.0,4.659999847,4,1.0,0.019950124688279305,1.16499996175,4.659999847,25.0,0.23241894498753118
474,951105,936,123611,45-49,M,16,5894,1.0,1.539999962,1,1.0,0.0169664065151001,1.539999962,1.539999962,100.0,0.26128265388530714
475,951133,936,123616,35-39,M,16,9948,2.0,2.720000029,2,,0.02010454362685967,1.3600000145,0.0,0.0,0.2734217962404503
476,951202,936,123627,45-49,F,26,5307,3.0,4.289999962,2,1.0,0.05652911249293386,1.4299999873333331,4.289999962,33.33333333333333,0.8083663014885999
477,951225,936,123631,35-39,F,22,4621,2.0,3.25,1,1.0,0.04328067517853278,1.625,3.25,50.0,0.7033109716511577
479,951282,936,123641,35-39,F,16,5775,1.0,1.580000043,1,1.0,0.017316017316017316,1.580000043,1.580000043,100.0,0.2735930810389611
480,951285,936,123641,35-39,F,16,9297,2.0,2.619999886,2,1.0,0.021512315800795954,1.309999943,2.619999886,50.0,0.28181132472840703
483,951334,936,123649,30-34,F,64,3717,1.0,1.539999962,1,,0.026903416733925208,1.539999962,0.0,0.0,0.41431260747914983
484,951391,936,123659,30-34,F,28,2879,1.0,1.590000033,2,2.0,0.03473428273706148,1.590000033,0.7950000165,200.0,0.5522751069815908
485,951392,936,123659,30-34,F,28,2749,1.0,1.389999986,1,,0.036376864314296105,1.389999986,0.0,0.0,0.5056384088759549
486,951400,936,123660,45-49,F,10,24028,9.0,12.39000034,2,,0.03745630098218745,1.3766667044444445,0.0,0.0,0.5156484243382721
490,951444,936,123668,30-34,F,25,2983,1.0,0.970000029,1,,0.03352329869259135,0.970000029,0.0,0.0,0.32517600703989274
492,951462,936,123671,45-49,F,16,7589,2.0,3.150000095,1,1.0,0.02635393332454869,1.5750000475,3.150000095,50.0,0.4150744623797602
493,951464,936,123671,45-49,F,16,20997,10.0,11.94999981,1,,0.0476258513120922,1.194999981,0.0,0.0,0.5691289141305901
494,951465,936,123671,45-49,F,16,4617,1.0,1.360000014,1,,0.021659085986571368,1.360000014,0.0,0.0,0.2945635724496426
499,951608,936,123695,40-44,F,10,3149,1.0,1.480000019,1,,0.031756113051762465,1.480000019,0.0,0.0,0.46999047919974596
501,951677,936,123706,35-39,F,27,2563,1.0,1.480000019,1,,0.03901677721420211,1.480000019,0.0,0.0,0.5774483101833788
503,951715,936,123713,45-49,F,64,10677,5.0,7.269999981,1,,0.04682963379226374,1.4539999961999999,0.0,0.0,0.6809028735599887
504,951756,936,123720,35-39,F,22,2189,1.0,0.409999996,1,,0.04568296025582458,0.409999996,0.0,0.0,0.18730013522156236
505,951779,936,123723,45-49,F,27,3277,2.0,2.680000067,1,,0.061031431187061336,1.3400000335,0.0,0.0,0.8178211983521514
508,951812,936,123729,35-39,F,16,16274,4.0,6.079999924,2,,0.02457908320019663,1.519999981,0.0,0.0,0.37360205997296303
509,951837,936,123733,45-49,F,20,2077,1.0,1.50999999,1,1.0,0.04814636494944632,1.50999999,1.50999999,100.0,0.7270101059220029
510,951853,936,123736,30-34,F,20,529,,0.0,0,,0.0,0.0,0.0,0.0,0.0
512,951856,936,123736,30-34,F,20,4626,2.0,2.099999905,2,,0.043233895373973194,1.0499999525,0.0,0.0,0.45395588089061817
513,951941,936,123750,30-34,F,28,2764,1.0,1.559999943,1,1.0,0.0361794500723589,1.559999943,1.559999943,100.0,0.5643994005065124
514,952001,936,123760,45-49,F,10,5447,2.0,2.960000038,1,,0.03671745915182669,1.480000019,0.0,0.0,0.5434184024233523
515,952031,936,123765,40-44,F,16,28169,8.0,12.36999989,1,1.0,0.028400014200007102,1.54624998625,12.36999989,12.5,0.4391352156626078
518,1121091,1178,144531,30-34,M,10,1194718,141.0,254.049996,28,14.0,0.011801948242179327,1.8017730212765957,18.146428285714286,9.929078014184398,0.21264431941261452
519,1121092,1178,144531,30-34,M,10,637648,67.0,122.4,13,5.0,0.010507364564775551,1.826865671641791,24.48,7.462686567164178,0.1919554362281384
521,1121095,1178,144531,30-34,M,10,459690,50.0,86.33000112,5,2.0,0.010876895299005852,1.7266000224000002,43.16500056,4.0,0.1878004766690596
522,1121096,1178,144531,30-34,M,10,750060,86.0,161.9099991,11,2.0,0.01146574940671413,1.8826744081395348,80.95499955,2.3255813953488373,0.21586272978161744
523,1121097,1178,144532,30-34,M,15,30068,1.0,1.820000052,1,,0.0033257948649727284,1.820000052,0.0,0.0,0.060529468271916985
524,1121098,1178,144532,30-34,M,15,1267550,123.0,236.7699986,24,10.0,0.009703759220543567,1.924959338211382,23.676999860000002,8.130081300813007,0.18679341927340143
525,1121100,1178,144532,30-34,M,15,3052003,340.0,639.9499981,60,17.0,0.011140224960460392,1.8822058767647059,37.64411753529412,5.0,0.20968196889059415
526,1121101,1178,144532,30-34,M,15,29945,1.0,1.590000033,2,1.0,0.0033394556687259976,1.590000033,1.590000033,100.0,0.053097346234763726
527,1121102,1178,144532,30-34,M,15,357856,30.0,52.97000015,7,3.0,0.008383260305821335,1.7656666716666665,17.656666716666667,10.0,0.14802043321894842
528,1121104,1178,144533,30-34,M,16,2080666,202.0,360.1500015,40,21.0,0.009708429896965683,1.7829207995049503,17.150000071428572,10.396039603960396,0.17309361593835818
529,1121105,1178,144533,30-34,M,16,145999,9.0,16.5200001,5,2.0,0.006164425783738245,1.8355555666666667,8.26000005,22.22222222222222,0.11315146062644266
530,1121107,1178,144533,30-34,M,16,32616,1.0,1.539999962,2,,0.00306597988717194,1.539999962,0.0,0.0,0.04721608909737553
531,1121108,1178,144533,30-34,M,16,984521,95.0,163.8999972,26,14.0,0.00964936248185666,1.7252631284210527,11.707142657142857,14.736842105263156,0.16647689302716753
532,1121110,1178,144534,30-34,M,18,880814,123.0,210.3600006,6,2.0,0.013964355698251843,1.7102439073170732,105.1800003,1.6260162601626018,0.23882454252543672
533,1121111,1178,144534,30-34,M,18,182452,20.0,35.73000026,4,1.0,0.010961787209786683,1.786500013,35.73000026,5.0,0.19583232992787142
534,1121113,1178,144534,30-34,M,18,894911,120.0,215.8399994,7,4.0,0.013409154653367766,1.7986666616666667,53.95999985,3.3333333333333335,0.2411859943614505
535,1121114,1178,144534,30-34,M,18,31349,2.0,3.800000072,1,,0.006379788828989761,1.900000036,0.0,0.0,0.12121599004752943
536,1121115,1178,144535,30-34,M,19,410310,55.0,96.80000055,3,,0.01340449903731325,1.76000001,0.0,0.0,0.2359191843971631
537,1121116,1178,144535,30-34,M,19,572450,89.0,157.329998,7,4.0,0.015547209363263169,1.7677527865168539,39.3324995,4.49438202247191,0.2748362267446939
538,1121117,1178,144535,30-34,M,19,98759,15.0,26.56999946,1,1.0,0.015188489150355918,1.7713332973333331,26.56999946,6.666666666666667,0.26903876568211504
539,1121119,1178,144535,30-34,M,19,345371,54.0,93.08999991,7,3.0,0.015635360235804394,1.7238888872222222,31.029999970000002,5.555555555555555,0.26953623758219425
540,1121121,1178,144536,30-34,M,20,323899,46.0,78.9200002,5,1.0,0.014201958017777148,1.7156521782608696,78.9200002,2.1739130434782608,0.24365620208768785
541,1121122,1178,144536,30-34,M,20,399199,58.0,103.1500002,3,,0.014529094511759799,1.7784482793103447,0.0,0.0,0.2583924313437659
542,1121123,1178,144536,30-34,M,20,171202,22.0,36.53000021,3,1.0,0.01285031716919195,1.6604545549999998,36.53000021,4.545454545454546,0.21337367676779476
543,1121124,1178,144536,30-34,M,20,128386,15.0,28.85000002,2,1.0,0.011683516894365429,1.9233333346666666,28.85000002,6.666666666666667,0.22471297509074198
544,1121125,1178,144536,30-34,M,20,1034284,152.0,257.7099986,20,9.0,0.01469615695495628,1.6954605171052632,28.63444428888889,5.921052631578947,0.2491675387031028
545,1121126,1178,144536,30-34,M,20,45923,5.0,7.220000148,2,,0.010887790431809768,1.4440000296,0.0,0.0,0.15721969705811903
546,1121127,1178,144537,30-34,M,21,40873,4.0,7.899999976,2,1.0,0.009786411567538473,1.974999994,7.899999976,25.0,0.19328162787170014
547,1121128,1178,144537,30-34,M,21,286553,34.0,62.06000042,2,1.0,0.01186516979406951,1.82529413,62.06000042,2.941176470588235,0.21657424776568385
548,1121129,1178,144537,30-34,M,21,20618,1.0,2.099999905,2,1.0,0.004850130953535745,2.099999905,2.099999905,100.0,0.10185274541662624
549,1121131,1178,144537,30-34,M,21,83591,7.0,14.14000046,2,2.0,0.008374107260350995,2.0200000657142856,7.07000023,28.57142857142857,0.16915697216207487
550,1121132,1178,144537,30-34,M,21,114923,12.0,23.73000026,4,2.0,0.010441774057412354,1.9775000216666667,11.86500013,16.666666666666664,0.20648608424771367
551,1121133,1178,144538,30-34,M,22,25002,1.0,1.710000038,1,,0.003999680025597952,1.710000038,0.0,0.0,0.0683945299576034
552,1121134,1178,144538,30-34,M,22,68905,5.0,9.440000057,1,,0.007256367462448299,1.8880000114000002,0.0,0.0,0.13700021851824976
553,1121136,1178,144538,30-34,M,22,169588,16.0,27.79999924,1,,0.00943462980871288,1.7374999525,0.0,0.0,0.16392668844493713
554,1121138,1178,144538,30-34,M,22,328991,35.0,67.65000057,5,2.0,0.010638588897568626,1.9328571591428572,33.825000285,5.714285714285714,0.20562872713843236
555,1121141,1178,144539,30-34,M,23,23198,2.0,2.980000019,1,,0.008621432882145013,1.4900000095,0.0,0.0,0.1284593507629968
556,1121142,1178,144539,30-34,M,23,26890,2.0,3.24000001,1,,0.007437709185570845,1.620000005,0.0,0.0,0.12049088917813314
557,1121143,1178,144539,30-34,M,23,221695,31.0,52.26000011,5,2.0,0.013983175082884144,1.6858064551612904,26.130000055,6.451612903225806,0.23572926818376597
558,1121152,1178,144541,30-34,M,24,88443,7.0,13.0400002,1,1.0,0.007914702124532184,1.8628571714285713,13.0400002,14.285714285714285,0.14743959612405733
559,1121153,1178,144541,30-34,M,24,187856,23.0,38.38999975,5,1.0,0.012243420492291969,1.6691304239130436,38.38999975,4.3478260869565215,0.20435865636444936
560,1121164,1178,144545,30-34,M,25,570699,80.0,138.7699997,9,2.0,0.014017897350442177,1.73462499625,69.38499985,2.5,0.24315795138943647
561,1121167,1178,144545,30-34,M,25,1063508,145.0,260.3800013,23,7.0,0.013634124049842596,1.7957241468965517,37.19714304285714,4.827586206896552,0.24483125778085357
562,1121168,1178,144545,30-34,M,25,50523,6.0,8.549999952,1,,0.011875779348019715,1.424999992,0.0,0.0,0.1692298547592186
563,1121172,1178,144547,30-34,M,26,87935,9.0,15.63000023,1,,0.010234832546767499,1.7366666922222223,0.0,0.0,0.17774492784443055
564,1121173,1178,144547,30-34,M,26,278225,33.0,60.19999957,3,,0.011860903944649115,1.8242424112121214,0.0,0.0,0.21637164011142063
565,1121175,1178,144547,30-34,M,26,209461,20.0,34.19000006,1,,0.009548316870443663,1.709500003,0.0,0.0,0.16322847718668393
566,1121177,1178,144547,30-34,M,26,26316,2.0,3.24000001,3,,0.007599939200486396,1.620000005,0.0,0.0,0.12311901542787657
567,1121181,1178,144549,30-34,M,27,41030,3.0,5.140000105,2,1.0,0.0073117231294175,1.7133333683333334,5.140000105,33.33333333333333,0.12527419217645627
568,1121182,1178,144549,30-34,M,27,876671,120.0,216.5599982,22,4.0,0.013688145267723011,1.8046666516666667,54.13999955,3.3333333333333335,0.24702539287828618
569,1121183,1178,144549,30-34,M,27,399392,53.0,93.07000041,5,,0.013270170659402291,1.7560377435849057,0.0,0.0,0.2330292054172342
570,1121184,1178,144549,30-34,M,27,283858,30.0,56.05999923,1,,0.01056866461399714,1.8686666410000001,0.0,0.0,0.19749311004093598
571,1121185,1178,144549,30-34,M,27,260699,31.0,54.09999871,5,2.0,0.011891108136203055,1.7451612487096775,27.049999355,6.451612903225806,0.20751901123517927
572,1121193,1178,144552,30-34,M,28,57781,5.0,7.800000072,2,1.0,0.008653363562416711,1.5600000144,7.800000072,20.0,0.13499247281978505
573,1121195,1178,144552,30-34,M,28,38757,3.0,5.220000029,1,,0.007740537193281214,1.7400000096666668,0.0,0.0,0.13468534791134507
574,1121196,1178,144552,30-34,M,28,1392288,206.0,358.5500029,31,7.0,0.014795789376910524,1.740533994660194,51.22142898571428,3.3980582524271843,0.2575257438834494
575,1121197,1178,144552,30-34,M,28,1109387,159.0,280.9899995,13,2.0,0.014332239335777326,1.7672327012578617,140.49499975,1.257861635220126,0.25328402036439945
576,1121202,1178,144554,30-34,M,29,581281,65.0,115.1200008,10,5.0,0.011182199314961266,1.7710769353846154,23.02400016,7.6923076923076925,0.19804535293601544
577,1121203,1178,144554,30-34,M,29,1048861,128.0,219.770002,22,8.0,0.012203714314861551,1.716953140625,27.47125025,6.25,0.2095320562019181
578,1121205,1178,144554,30-34,M,29,297452,30.0,52.01999986,4,1.0,0.010085660879738579,1.7339999953333334,52.01999986,3.3333333333333335,0.1748853591840028
579,1121206,1178,144554,30-34,M,29,227925,22.0,35.30999994,22,12.0,0.009652297905012614,1.6049999972727271,2.942499995,54.54545454545454,0.15491938111220796
580,1121207,1178,144554,30-34,M,29,374175,38.0,63.32000101,8,3.0,0.010155675820137636,1.6663158160526315,21.10666700333333,7.894736842105263,0.16922563241798624
581,1121211,1178,144556,30-34,M,30,223586,32.0,54.24000037,1,,0.014312166235810829,1.6950000115625,0.0,0.0,0.24259121935183775
582,1121213,1178,144556,30-34,M,30,283170,39.0,65.22999996,2,1.0,0.013772645407352473,1.6725641015384616,65.22999996,2.564102564102564,0.23035632291556307
583,1121215,1178,144556,30-34,M,30,41636,3.0,4.210000038,1,,0.00720530310308387,1.4033333460000001,0.0,0.0,0.1011144211259487
584,1121216,1178,144556,30-34,M,30,198658,30.0,48.60999978,8,1.0,0.01510132992378862,1.6203333260000001,48.60999978,3.3333333333333335,0.24469188142435744
585,1121220,1178,144558,30-34,M,31,100596,10.0,13.91999972,4,2.0,0.009940753111455723,1.391999972,6.95999986,20.0,0.1383752805280528
586,1121223,1178,144558,30-34,M,31,64020,5.0,11.0599997,1,,0.0078100593564511085,2.21199994,0.0,0.0,0.17275850827866293
